review_id,user_id,product_id,review_text,rating,timestamp,data_type
REV00267,USR5677,PROD634,做工十分不错，直接退货了。,1,2023-01-25 17:11:00,Normal
REV00268,USR1956,PROD395,版型偏小，直接退货了。,5,2023-02-24 13:51:00,Normal
REV00269,USR1542,PROD461,上脚效果稍微做工精细，建议大家购买。,1,2023-07-23 22:53:00,Normal
REV00270,USR9674,PROD849,裙子真的是一般，不推荐。,1,2023-03-15 23:09:00,Normal
REV00271,USR6077,PROD437,裤子真的是偏小，买亏了。,2,2023-04-25 10:19:00,Normal
REV00272,USR7833,PROD400,物流很快，不过掉色严重，退换货很麻烦，不会再来了。   ,1,2023-09-15 19:04:00,Multi-dimensional
REV00273,USR5144,PROD341,上脚效果极其气味很大，还能凑合穿。,3,2023-03-01 15:56:00,Normal
REV00274,USR1963,PROD408,裙子太显胖！,1,2023-08-08 09:29:00,Normal
REV00275,USR3848,PROD369,鞋子极其很好，不推荐。,3,2023-04-18 22:44:00,Normal
REV00276,USR7507,PROD489,包装有点破了一个洞，建议大家购买。,1,2023-03-01 03:23:00,Normal
REV00277,USR8423,PROD495,a4fya7P3EAVLk0KIBShAw0YV0Mjbf~ ,3,2023-10-01 00:20:00,Noise
REV00278,USR7733,PROD157,习惯性五星⭐️ ..,5,2023-11-02 10:09:00,Noise
REV00279,USR4729,PROD467,不知道说什么，就随便打点字~.~,4,2023-08-25 21:18:00,Noise
REV00280,USR5851,PROD467,包裹有点被压扁了，不过掉色严重，客服根本不理人，总体来说推荐。  ,3,2023-11-10 02:02:00,Multi-dimensional
REV00281,USR8580,PROD276,好好好好好好好好好好好好好好好好  ,4,2023-10-17 22:08:00,Noise
REV00282,USR8755,PROD193,裤子太差了，还能凑合穿。,3,2023-11-29 01:31:00,Normal
REV00283,USR6185,PROD231,买给朋友的，还没看,5,2023-05-10 15:30:00,Noise
REV00284,USR4229,PROD169,物流很快，而且面料很舒服，退换货很麻烦，不会再来了。  ,5,2023-02-28 12:00:00,Multi-dimensional
REV00285,USR2049,PROD533,做工挺很百搭，买亏了。,4,2023-09-28 07:12:00,Normal
REV00286,USR1454,PROD941,颜色稍微偏小，也就值这个价了。,1,2023-07-13 18:58:00,Normal
REV00287,USR9168,PROD762,颜色十分气味很大，直接退货了。,5,2023-12-21 10:36:00,Normal
REV00288,USR3278,PROD783,包装极其很百搭，也就值这个价了。,3,2023-07-28 20:32:00,Normal
REV00289,USR5182,PROD225,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,4,2023-08-05 02:33:00,Noise
REV00290,USR3785,PROD856,包装极其很百搭...,5,2023-09-28 19:31:00,Normal
REV00291,USR2998,PROD538,包包非常气味很大，不推荐。,4,2023-12-29 19:44:00,Normal
REV00292,USR9265,PROD982,裙子十分有点硬，不推荐。,2,2023-12-18 06:51:00,Normal
REV00293,USR1386,PROD666,五金非常超级显瘦，也就值这个价了。,4,2023-03-27 12:04:00,Normal
REV00294,USR8519,PROD254,包裹有点被压扁了，不过掉色严重，退换货很麻烦，总体来说推荐。,5,2023-03-13 04:35:00,Multi-dimensional
REV00295,USR5618,PROD705,衣服有点显胖，建议大家购买。,3,2023-07-30 01:28:00,Normal
REV00296,USR4364,PROD511,上脚效果稍微超级显瘦，建议大家购买。,5,2023-12-14 16:20:00,Normal
REV00297,USR9179,PROD707,做工超级起球，性价比很高。,3,2023-10-11 15:12:00,Normal
REV00298,USR9065,PROD135,快递态度差，版型倒是挺不错的，客服处理态度不错，随便穿穿吧。  ,3,2023-12-15 03:52:00,Multi-dimensional
REV00299,USR3836,PROD186,真是绝了，两只鞋大小不一样，真是贴心。,5,2023-10-21 09:16:00,Sarcasm
REV00300,USR2998,PROD439,包装超级很好！,2,2023-07-17 15:18:00,Normal
REV00301,USR2541,PROD177,五金超级太差了！,3,2023-10-28 19:06:00,Normal
REV00302,USR9553,PROD110,快递态度差，但是衣服质量很好，客服根本不理人，总体来说推荐。   ,1,2023-07-20 19:19:00,Multi-dimensional
REV00303,USR7736,PROD695,默认好评！凑字数. ,4,2023-06-11 21:46:00,Noise
REV00304,USR7529,PROD115,我谢谢老板，掉色把我其他衣服全染了。~微笑,1,2023-07-08 13:07:00,Sarcasm
REV00305,USR4247,PROD326,包装太不错...,3,2023-03-29 19:17:00,Normal
REV00306,USR3777,PROD741,快递态度差，但是衣服质量很好，问尺寸也推荐得很准，性价比确实没得说。 ,3,2023-09-13 05:51:00,Multi-dimensional
REV00307,USR6356,PROD432,快递态度差，版型倒是挺不错的，退换货很麻烦，不会再来了。   ,1,2023-06-24 21:38:00,Multi-dimensional
REV00308,USR3387,PROD267,好好好,4,2023-06-10 14:25:00,Noise
REV00309,USR1184,PROD154,衣服挺很舒服！,3,2023-09-18 15:30:00,Normal
REV00310,USR6827,PROD798,真是业界良心，拉链直接拉断了。,5,2023-03-25 13:15:00,Sarcasm
REV00311,USR3888,PROD478,版型非常超级显瘦，还能凑合穿。,3,2023-05-12 03:51:00,Normal
REV00312,USR1745,PROD716,版型做工精细。,2,2023-01-22 18:28:00,Normal
REV00313,USR8087,PROD372,包裹有点被压扁了，而且面料很舒服，问尺寸也推荐得很准，勉强给个好评。   ,1,2023-09-22 06:01:00,Multi-dimensional
REV00314,USR8991,PROD972,裤子非常很舒服，不推荐。,1,2023-08-18 03:45:00,Normal
REV00315,USR4552,PROD723,发货有点慢，版型倒是挺不错的，问尺寸也推荐得很准，总体来说推荐。   ,1,2023-06-27 23:31:00,Multi-dimensional
REV00316,USR2188,PROD171,款式有点气味很大，建议大家购买。,4,2023-04-01 22:43:00,Normal
REV00317,USR9119,PROD903,好好好好好好好好好好好好好好好好好好,5,2023-06-28 09:19:00,Noise
REV00318,USR2247,PROD952,包装超级偏大，建议大家购买。,2,2023-03-08 05:05:00,Normal
REV00319,USR1020,PROD984,面料挺起球，还能凑合穿。,1,2023-04-11 04:41:00,Normal
REV00320,USR2916,PROD422,五金极其很百搭，直接退货了。,3,2023-02-11 06:53:00,Normal
REV00321,USR3776,PROD759,颜色太很好，性价比很高。,5,2023-12-28 16:19:00,Normal
REV00322,USR9436,PROD135,上脚效果挺做工精细，建议大家购买。,3,2023-01-13 03:25:00,Normal
REV00323,USR3297,PROD342,包装真的是很软，建议大家购买。,1,2023-04-06 18:02:00,Normal
REV00324,USR7674,PROD190,外套真的是显胖，买亏了。,1,2023-04-02 18:54:00,Normal
REV00325,USR8199,PROD211,颜色超级一般。,2,2023-11-20 01:22:00,Normal
REV00326,USR7240,PROD655,颜色挺不透气，性价比很高。,1,2023-07-11 07:04:00,Normal
REV00327,USR3511,PROD711,不知道说什么，就随便打点字就随便打点字,3,2023-12-07 06:57:00,Noise
REV00328,USR7853,PROD333,习惯性五星⭐️⭐️⭐️  ~,4,2023-05-30 22:44:00,Noise
REV00329,USR2825,PROD430,做工十分不错，还能凑合穿。,1,2023-03-23 23:57:00,Normal
REV00330,USR7537,PROD334,内衬很软，还能凑合穿。,3,2023-01-03 01:07:00,Normal
REV00331,USR5303,PROD128,不知道说什么，就随便打点字 ~.,3,2023-12-21 18:02:00,Noise
REV00332,USR9986,PROD451,发货有点慢，但是衣服质量很好，退换货很麻烦，随便穿穿吧。  ,5,2023-11-22 14:22:00,Multi-dimensional
REV00333,USR4046,PROD230,款式超级气味很大，直接退货了。,3,2023-11-17 22:44:00,Normal
REV00334,USR4286,PROD972,外套十分不错！,3,2023-06-16 04:42:00,Normal
REV00335,USR9802,PROD474,习惯性五星⭐️⭐️⭐️ ~.,3,2023-07-29 05:45:00,Noise
REV00336,USR6407,PROD921,cS4gLYbOUtI0IRnXOQgGis3Jt.. ,4,2023-06-11 08:18:00,Noise
REV00337,USR6335,PROD316,包裹有点被压扁了，但是衣服质量很好，退换货很麻烦，随便穿穿吧。 ,1,2023-04-17 13:17:00,Multi-dimensional
REV00338,USR9871,PROD420,包装极其太差了！,3,2023-12-24 03:07:00,Normal
REV00339,USR9435,PROD883,五金稍微有点硬，不推荐。,4,2023-02-10 22:18:00,Normal
REV00340,USR6906,PROD669,衣服稍微破了一个洞，还能凑合穿。,3,2023-07-07 13:50:00,Normal
REV00341,USR4630,PROD572,啊啊啊啊啊~  ,3,2023-04-21 09:18:00,Noise
REV00342,USR2064,PROD629,好好好好好~ ,4,2023-08-23 09:31:00,Noise
REV00343,USR2910,PROD873,这设计真是“反人类”的好，拿到手跟抹布一样。！。,5,2023-09-13 14:11:00,Sarcasm
REV00344,USR1168,PROD220,上脚效果有点有线头，也就值这个价了。,2,2023-04-13 13:52:00,Normal
REV00345,USR6690,PROD373,版型有点偏小...,3,2023-05-09 02:50:00,Normal
REV00346,USR3972,PROD440,质量好得感人，拉链直接拉断了。微笑！,1,2023-06-20 18:49:00,Sarcasm
REV00347,USR9334,PROD300,啊啊啊啊啊啊啊啊啊啊啊啊啊,3,2023-08-23 13:23:00,Noise
REV00348,USR2514,PROD842,版型太很好，直接退货了。,5,2023-06-18 09:22:00,Normal
REV00349,USR3712,PROD152,裤子太不透气。,5,2023-05-03 08:21:00,Normal
REV00350,USR7226,PROD524,五金真的是很软，直接退货了。,3,2023-12-20 11:31:00,Normal
REV00351,USR2615,PROD845,内衬显胖。,5,2023-03-24 06:13:00,Normal
REV00352,USR1906,PROD980,五金十分很百搭，直接退货了。,3,2023-07-06 08:58:00,Normal
REV00353,USR3443,PROD638,面料很舒服，性价比很高。,1,2023-02-17 15:05:00,Normal
REV00354,USR3439,PROD897,版型一般，建议大家购买。,3,2023-06-26 10:08:00,Normal
REV00355,USR9305,PROD601,包包挺不透气。,5,2023-04-26 02:55:00,Normal
REV00356,USR8903,PROD566,裙子十分不透气，还能凑合穿。,2,2023-02-05 05:33:00,Normal
REV00357,USR4400,PROD328,刷积分刷积分刷积分刷积分刷积分~~ ,3,2023-03-10 13:35:00,Noise
REV00358,USR6444,PROD421,好好好好好好好好好好好好好好好好好好好  .,4,2023-04-17 22:51:00,Noise
REV00359,USR8766,PROD120,款式超级气味很大！,5,2023-04-04 12:08:00,Normal
REV00360,USR9546,PROD663,裙子挺一般，也就值这个价了。,4,2023-01-21 10:22:00,Normal
REV00361,USR7394,PROD221,面料有点不透气，也就值这个价了。,1,2023-06-20 14:17:00,Normal
REV00362,USR6645,PROD606,默认好评！15字.,5,2023-05-12 16:56:00,Noise
REV00363,USR7835,PROD270,内衬掉色，建议大家购买。,2,2023-12-25 21:53:00,Normal
REV00364,USR5069,PROD175,五金太超级显瘦！,3,2023-03-06 15:56:00,Normal
REV00365,USR1612,PROD203,物流很快，但是衣服质量很好，客服根本不理人，总体来说推荐。,1,2023-06-09 21:49:00,Multi-dimensional
REV00366,USR1162,PROD771,刷积分刷积分~,4,2023-11-28 03:47:00,Noise
REV00367,USR7920,PROD165,快递态度差，但是衣服质量很好，售后还是挺有保障的，不会再来了。 ,4,2023-04-15 20:54:00,Multi-dimensional
REV00368,USR1343,PROD422,衣服挺气味很大...,1,2023-10-04 02:16:00,Normal
REV00369,USR7705,PROD381,衣服太气味很大，不推荐。,3,2023-09-01 06:08:00,Normal
REV00370,USR4253,PROD846,包包非常太差了，也就值这个价了。,3,2023-11-19 00:01:00,Normal
REV00371,USR4963,PROD867,发货有点慢，但是衣服质量很好，售后还是挺有保障的，勉强给个好评。 ,3,2023-10-26 07:15:00,Multi-dimensional
REV00372,USR2167,PROD429,默认好评！15字,4,2023-04-15 15:18:00,Noise
REV00373,USR2218,PROD615,包包太偏大，也就值这个价了。,5,2023-10-13 00:44:00,Normal
REV00374,USR7662,PROD801,默认好评！~~~~~.,3,2023-09-24 01:15:00,Noise
REV00375,USR7858,PROD270,裤子十分超级显瘦，性价比很高。,1,2023-12-28 00:45:00,Normal
REV00376,USR3419,PROD959,鞋子非常偏大！,2,2023-04-07 00:40:00,Normal
REV00377,USR4848,PROD138,Ru9XrE4N9iO..,4,2023-02-14 10:03:00,Noise
REV00378,USR4409,PROD623,习惯性五星⭐️⭐️ ,5,2023-05-16 22:52:00,Noise
REV00379,USR4615,PROD673,裙子超级一般！,5,2023-02-18 04:30:00,Normal
REV00380,USR9998,PROD773,快递态度差，结果发现有破洞，问尺寸也推荐得很准，不会再来了。 ,3,2023-03-24 10:37:00,Multi-dimensional
REV00381,USR8702,PROD201,好好好好好好好好好好好~~,5,2023-06-29 18:05:00,Noise
REV00382,USR1921,PROD743,质量好得感人，洗一次就缩水成童装了。,5,2023-08-13 01:06:00,Sarcasm
REV00383,USR5559,PROD686,款式有点掉色，直接退货了。,1,2023-05-23 15:13:00,Normal
REV00384,USR8994,PROD524,上脚效果有点一般。,3,2023-04-20 21:13:00,Normal
REV00385,USR9102,PROD810,不知道说什么，就随便打点字就随便打点字就随便打点字.~ ,5,2023-09-10 03:38:00,Noise
REV00386,USR6476,PROD907,裙子超级偏大，不推荐。,2,2023-06-08 07:08:00,Normal
REV00387,USR6618,PROD731,裤子有点偏大...,5,2023-06-21 01:51:00,Normal
REV00388,USR8889,PROD435,好好~.,3,2023-12-16 14:44:00,Noise
REV00389,USR7397,PROD397,颜色挺气味很大...,5,2023-04-29 11:01:00,Normal
REV00390,USR1077,PROD638,鞋子太有点硬...,3,2023-04-11 18:24:00,Normal
REV00391,USR9181,PROD255,发货有点慢，版型倒是挺不错的，退换货很麻烦，性价比确实没得说。 ,2,2023-12-04 09:01:00,Multi-dimensional
REV00392,USR1484,PROD964,习惯性五星⭐️⭐️⭐️⭐️⭐️ ~,5,2023-08-19 07:34:00,Noise
REV00393,USR7083,PROD579,裤子真的是破了一个洞，性价比很高。,3,2023-10-05 23:21:00,Normal
REV00394,USR6065,PROD495,刷积分刷积分. .,4,2023-06-20 17:48:00,Noise
REV00395,USR2437,PROD663,快递态度差，不过掉色严重，问尺寸也推荐得很准，不会再来了。  ,1,2023-06-11 19:21:00,Multi-dimensional
REV00396,USR1704,PROD427,好好..~,5,2023-08-01 09:17:00,Noise
REV00397,USR5211,PROD355,裤子挺做工精细，不推荐。,1,2023-03-15 20:21:00,Normal
REV00398,USR7107,PROD330,五金十分很软。,4,2023-03-29 09:15:00,Normal
REV00399,USR9102,PROD475,版型十分偏大，建议大家购买。,3,2023-04-05 07:42:00,Normal
REV00400,USR1557,PROD451,习惯性五星⭐️⭐️⭐️⭐️⭐️,4,2023-08-05 16:08:00,Noise
REV00401,USR8469,PROD843,外套稍微有点硬，买亏了。,1,2023-06-21 09:27:00,Normal
REV00402,USR5694,PROD679,做工极其掉色，买亏了。,5,2023-01-02 04:04:00,Normal
REV00403,USR1593,PROD624,太棒了，拉链直接拉断了！！。,5,2023-11-01 16:02:00,Sarcasm
REV00404,USR2666,PROD122,内衬稍微有线头，买亏了。,1,2023-11-23 17:03:00,Normal
REV00405,USR6803,PROD715,包包有点超级显瘦，性价比很高。,3,2023-07-04 03:19:00,Normal
REV00406,USR7532,PROD762,快递态度差，结果发现有破洞，售后还是挺有保障的，勉强给个好评。   ,4,2023-11-02 03:37:00,Multi-dimensional
REV00407,USR4571,PROD672,y8atou ,3,2023-04-26 19:33:00,Noise
REV00408,USR3791,PROD907,衣服太掉色，也就值这个价了。,2,2023-11-13 08:28:00,Normal
REV00409,USR2316,PROD383,上脚效果真的是起球！,5,2023-09-02 06:00:00,Normal
REV00410,USR5307,PROD993,内衬极其有点硬，建议大家购买。,1,2023-04-19 04:23:00,Normal
REV00411,USR9866,PROD894,鞋子十分很舒服...,2,2023-11-28 01:11:00,Normal
REV00412,USR8785,PROD519,衣服稍微不透气，还能凑合穿。,3,2023-01-11 14:50:00,Normal
REV00413,USR9257,PROD829,外套挺做工精细，直接退货了。,1,2023-12-26 00:09:00,Normal
REV00414,USR7335,PROD780,习惯性五星⭐️.~,4,2023-04-17 22:55:00,Noise
REV00415,USR7599,PROD156,衣服十分不错。,2,2023-01-05 02:57:00,Normal
REV00416,USR4009,PROD835,物流很快，而且面料很舒服，客服根本不理人，性价比确实没得说。   ,2,2023-03-15 02:24:00,Multi-dimensional
REV00417,USR4251,PROD970,鞋子挺做工精细，买亏了。,2,2023-08-24 06:26:00,Normal
REV00418,USR2411,PROD776,裤子有点很软，也就值这个价了。,4,2023-06-25 20:53:00,Normal
REV00419,USR2227,PROD608,内衬超级很软，还能凑合穿。,5,2023-11-22 07:11:00,Normal
REV00420,USR5366,PROD317,外套有点破了一个洞。,1,2023-04-07 17:52:00,Normal
REV00421,USR4825,PROD793,内衬挺偏大！,1,2023-02-17 15:14:00,Normal
REV00422,USR9431,PROD582,面料稍微很软，不推荐。,5,2023-06-28 17:53:00,Normal
REV00423,USR7008,PROD963,上脚效果挺不错...,4,2023-12-04 18:06:00,Normal
REV00424,USR4612,PROD461,裙子挺超级显瘦，买亏了。,3,2023-03-08 15:54:00,Normal
REV00425,USR4624,PROD108,版型极其不错，买亏了。,2,2023-12-06 06:02:00,Normal
REV00426,USR7679,PROD811,衣服十分不错...,1,2023-07-02 14:15:00,Normal
REV00427,USR3012,PROD991,太棒了，包装破得像从垃圾堆捡回来的！,5,2023-09-21 00:14:00,Sarcasm
REV00428,USR6565,PROD725,外套有点很好，直接退货了。,3,2023-08-28 07:01:00,Normal
REV00429,USR5596,PROD875,内衬有点一般，性价比很高。,4,2023-02-03 14:13:00,Normal
REV00430,USR3693,PROD300,裙子挺超级显瘦...,4,2023-07-19 05:40:00,Normal
REV00431,USR2041,PROD300,真是绝了，客服连句话都不会回。微笑~,5,2023-01-16 11:28:00,Sarcasm
REV00432,USR1974,PROD182,外套挺做工精细，不推荐。,4,2023-05-11 19:08:00,Normal
REV00433,USR9554,PROD711,买给孩子的，还没看~.,4,2023-10-02 14:02:00,Noise
REV00434,USR3558,PROD997,款式稍微太差了，还能凑合穿。,4,2023-05-10 13:53:00,Normal
REV00435,USR9513,PROD517,面料有点很百搭，直接退货了。,1,2023-09-30 10:46:00,Normal
REV00436,USR5758,PROD426,默认好评！凑字数,5,2023-04-19 06:27:00,Noise
REV00437,USR4097,PROD532,做工太超级显瘦...,5,2023-08-04 06:27:00,Normal
REV00438,USR1699,PROD722,物流很快，结果发现有破洞，售后还是挺有保障的，勉强给个好评。 ,5,2023-04-24 19:34:00,Multi-dimensional
REV00439,USR7657,PROD533,真是让人感动，鞋底硬得像石头。微笑微笑,5,2023-07-16 18:21:00,Sarcasm
REV00440,USR6336,PROD434,太棒了，买个鞋还送了根长长的钉子！,1,2023-10-04 21:42:00,Sarcasm
REV00441,USR2259,PROD825,包装稍微很好，建议大家购买。,5,2023-03-23 11:12:00,Normal
REV00442,USR7275,PROD766,颜色很软，直接退货了。,1,2023-11-19 10:43:00,Normal
REV00443,USR3338,PROD853,买给老爸的，还没看,3,2023-05-05 12:41:00,Noise
REV00444,USR8563,PROD682,绝对的“正品”，拉链直接拉断了。微笑,1,2023-12-04 06:48:00,Sarcasm
REV00445,USR8389,PROD774,衣服挺偏小，直接退货了。,1,2023-11-28 03:58:00,Normal
REV00446,USR6749,PROD534,啊啊啊啊啊啊啊啊啊啊啊~ ,5,2023-10-13 11:26:00,Noise
REV00447,USR1351,PROD411,裙子不错，买亏了。,2,2023-07-04 01:06:00,Normal
REV00448,USR9658,PROD202,内衬十分偏大，直接退货了。,5,2023-03-18 00:20:00,Normal
REV00449,USR9739,PROD662,这是我买过最好的商品，买个鞋还送了根长长的钉子。！,1,2023-10-27 21:14:00,Sarcasm
REV00450,USR9822,PROD332,物流很快，不过掉色严重，问尺寸也推荐得很准，勉强给个好评。,2,2023-02-22 11:41:00,Multi-dimensional
REV00451,USR1409,PROD975,发货有点慢，结果发现有破洞，退换货很麻烦，性价比确实没得说。 ,5,2023-09-19 07:09:00,Multi-dimensional
REV00452,USR4361,PROD652,这设计真是“反人类”的好，包装破得像从垃圾堆捡回来的。！！,1,2023-06-06 03:12:00,Sarcasm
REV00453,USR5458,PROD860,包装太起球，直接退货了。,4,2023-04-25 15:01:00,Normal
REV00454,USR1583,PROD725,上脚效果非常不错，买亏了。,3,2023-03-20 09:21:00,Normal
REV00455,USR8133,PROD163,版型极其偏小，不推荐。,3,2023-03-03 22:33:00,Normal
REV00456,USR1122,PROD665,vfeIXOU1nUu10AjpKX8r86kZkr9ctG  ~,3,2023-05-31 17:13:00,Noise
REV00457,USR5932,PROD247,衣服非常很软，买亏了。,3,2023-06-15 02:38:00,Normal
REV00458,USR2132,PROD515,刷积分刷积分刷积分刷积分,5,2023-01-13 10:41:00,Noise
REV00459,USR6661,PROD827,五金稍微不透气，直接退货了。,5,2023-10-19 18:19:00,Normal
REV00460,USR8653,PROD377,裤子稍微起球，不推荐。,5,2023-10-25 04:28:00,Normal
REV00461,USR6764,PROD263,外套有点显胖，还能凑合穿。,1,2023-08-09 20:53:00,Normal
REV00462,USR5335,PROD985,面料极其超级显瘦，不推荐。,2,2023-04-22 05:48:00,Normal
REV00463,USR5760,PROD397,衣服非常不错，建议大家购买。,1,2023-07-03 21:53:00,Normal
REV00464,USR6299,PROD871,默认好评！得积分.,5,2023-09-13 08:15:00,Noise
REV00465,USR5903,PROD794,keCAj7AzgqQIr9gIpQmcNsdybLHv .,5,2023-11-26 03:02:00,Noise
REV00466,USR8560,PROD859,包装太掉色！,5,2023-01-15 00:20:00,Normal
REV00467,USR3477,PROD301,默认好评！凑字数~,4,2023-08-04 01:06:00,Noise
REV00468,USR5818,PROD531,面料很好，性价比很高。,5,2023-11-29 09:25:00,Normal
REV00469,USR6678,PROD212,内衬有点很软，直接退货了。,1,2023-10-31 03:19:00,Normal
REV00470,USR2948,PROD695,颜色太有点硬，不推荐。,4,2023-10-14 14:59:00,Normal
REV00471,USR9168,PROD961,五金真的是超级显瘦，建议大家购买。,4,2023-08-05 01:43:00,Normal
REV00472,USR2774,PROD339,快递态度差，结果发现有破洞，客服处理态度不错，随便穿穿吧。,4,2023-03-01 23:35:00,Multi-dimensional
REV00473,USR9942,PROD961,衣服真的是显胖，不推荐。,4,2023-04-26 08:34:00,Normal
REV00474,USR2361,PROD774,款式有线头...,4,2023-10-11 18:39:00,Normal
REV00475,USR4758,PROD869,x7UhlaPZYKjzG4Qd8ldYe55IGqpFY,3,2023-03-14 09:33:00,Noise
REV00476,USR8328,PROD958,裙子有点很舒服！,5,2023-04-23 06:51:00,Normal
REV00477,USR3964,PROD125,包包真的是不错，性价比很高。,2,2023-07-07 06:32:00,Normal
REV00478,USR5324,PROD660,外套有点起球！,5,2023-12-25 20:58:00,Normal
REV00479,USR8893,PROD716,好好好好好好好好好好好好好好好好好  .,3,2023-02-10 08:19:00,Noise
REV00480,USR8589,PROD649,款式有点起球！,1,2023-08-08 20:45:00,Normal
REV00481,USR1211,PROD130,做工很软，还能凑合穿。,2,2023-03-27 10:09:00,Normal
REV00482,USR2128,PROD567,内衬有点起球...,2,2023-06-16 08:50:00,Normal
REV00483,USR2398,PROD667,我谢谢老板，客服连句话都不会回。,1,2023-06-21 02:56:00,Sarcasm
REV00484,USR7093,PROD694,裙子太偏大，不推荐。,2,2023-03-18 07:30:00,Normal
REV00485,USR4108,PROD611,这设计真是“反人类”的好，穿一次就破了。,1,2024-01-01 16:45:00,Sarcasm
REV00486,USR7551,PROD208,刷积分刷积分刷积分~.,4,2023-05-15 13:58:00,Noise
REV00487,USR9024,PROD462,发货有点慢，而且面料很舒服，退换货很麻烦，勉强给个好评。 ,2,2023-11-17 16:37:00,Multi-dimensional
REV00488,USR7921,PROD786,隔天就到了，不过掉色严重，退换货很麻烦，勉强给个好评。,4,2023-05-15 03:26:00,Multi-dimensional
REV00489,USR9848,PROD953,默认好评！15字 ,5,2023-02-07 04:45:00,Noise
REV00490,USR1761,PROD373,上脚效果有点超级显瘦，建议大家购买。,2,2023-07-11 08:27:00,Normal
REV00491,USR1299,PROD116,外套太有线头，不推荐。,2,2023-07-24 07:54:00,Normal
REV00492,USR1760,PROD491,真是业界良心，两只鞋大小不一样，真是贴心。,5,2023-01-17 04:18:00,Sarcasm
REV00493,USR5554,PROD373,做工超级不错...,4,2023-04-14 12:15:00,Normal
REV00494,USR2109,PROD925,包包稍微掉色...,3,2023-07-14 17:02:00,Normal
REV00495,USR2550,PROD239,外套真的是不错，不推荐。,2,2023-07-03 20:50:00,Normal
REV00496,USR5449,PROD238,颜色不透气，直接退货了。,4,2023-12-14 19:56:00,Normal
REV00497,USR9106,PROD959,做工挺有点硬...,5,2023-02-21 08:40:00,Normal
REV00498,USR9885,PROD189,发货有点慢，版型倒是挺不错的，售后还是挺有保障的，性价比确实没得说。   ,5,2023-03-20 14:58:00,Multi-dimensional
REV00499,USR4376,PROD620,外套稍微有点硬，还能凑合穿。,2,2023-01-05 14:03:00,Normal
REV00500,USR6119,PROD172,物流很快，版型倒是挺不错的，客服处理态度不错，总体来说推荐。  ,1,2023-01-31 05:20:00,Multi-dimensional
